timestamp,email_address,which_country_do_you_work_in,what_city_do_you_work_in,which_us_state_do_you_work_in,which_canadian_province_do_you_work_in,company_or_institution_name,which_of_the_following_best_describes_your_company,biotech_sub_industry,company_detail_approximate_company_size,provide_a_review_and_rate_your_companyinstitution_and_experience,work_life_balance_on_average_how_many_hours_do_you_work_per_week,what_is_your_official_job_title,which_department_best_describes_your_role_if_you_cant_find_one_that_fits_your_specific_role_select_other_and_describe,briefly_describe_your_position_and_responsibilities,do_you_work_inperson_remote_or_hybrid,how_many_days_on_average_per_week_do_you_work_from_home,what_degrees_do_you_have,how_many_total_years_of_experience_in_postdocs_do_you_have,list_other_relevant_and_recognized_certifications,please_enter_your_total_years_of_experience_in_the_field,what_currency_will_you_be_answering_these_questions_in,are_you_a_salaried_or_hourly_employee,if_you_are_an_hourly_employee_how_many_hours_per_week_do_you_work,annual_base_salary,overtime_pay,annual_target_bonus_in_percentage,commission,annual_equitystock_option,most_recent_annual_yearly_raise,bonus_value,stockequity_options,relocation_assistance_total_value,retirement_benefits,healthcare_benefits,select_the_highest_level_of_education_that_you_have_thats_relevant_to_your_occupation_if_you_have_multiple_please_select_other_and_describe,how_many_years_have_you_been_working_at_this_current_position,what_currency_will_you_be_answering_these_quesitons_in,survey_feedback,any_other_type_of_annual_bonus_please_describe,how_much_of_your_bonus_did_you_receive_in_the_last_cycle
2025-11-02 16:16:57.826000,,United States,,California,,gilead,Public,Cell and Gene Therapy,5000+,8.0,46 - 50,principal scientist,Analytical Development,t cell attribute sciences lead,In-Person,1.0,,4.0,,8.0,,Salaried,Not applicable,204000.0,N/A (no overtime/am salaried),20.0,No commission,191000.0,4.0,,,,401k match 15%,HSA,PhD,2.0,USD - US dollar,9.0,Stock grant,47000.0
2025-11-02 03:53:46.557000,,United Kingdom,Glasgow,,,University of Glasgow,Academia/College/Universities,Academia/Research/Institution,5000+,"Nice company with great work environment and maybe too much work, good salary for my experience",46 - 50,Post-Doctoral Research Associate,Research,"2nd year's post-phd, molecular simulations and experimental pharmacology",In-Person,1.0,,1.0,,1.0,,Salaried,Not applicable,41000.0,N/A (no overtime/am salaried),0.0,No commission,0.0,2.9,0.0,0.0,0.0,University Superannuation Scheme (USS),universal National Health Service (NHS),PhD,1.0,GBP - sterling,,No,
2025-11-01 15:03:55.295000,,United States,,North Carolina,,Prefer not to say,Private,Biotech Equipment,1000-5000,"My company is great to work for, they are big on feedback and actually use it, my current job is a direct result of that. Even though I'm on the vendor service side of things I still feel like I'm making and impact on the care people receive. Being privately held we don't have the pressures that come from having stock holders. ",36 - 40,Product Support Manager ,Operations,"Service Engineer training, generate work instructions, escalated support ",Remote,4.0,,0.0,,12.0,,Salaried,Not applicable,114000.0,N/A (no overtime/am salaried),,No commission,0.0,3.5,,,,401k match 8%,PPO ,High School,1.0,USD - US dollar,,22000.0,100.0
2025-11-01 07:11:28.620000,,Ireland,Dublin,,,Pfizer,Private,Pharmaceutical (including “big pharma”),5000+,"Very good, lots of training, great atmosphere ",30 - 35,Graduate ,Operations,23-month rotational ,Hybrid,2.0,,0.0,,0.0,,Salaried,Not applicable,35000.0,N/A (no overtime/am salaried),8.0,No commission,0.0,Have not been long enough to have an annual yearly raise,,,,Pension plan match at double. E.g. my contribution 5% company's contribution 10%,Viva and layla heath insurace to choose form,Bachelors,0.0,EUR - euro,Easy to fill in,Christmas bonus extra weeks pay,
2025-11-01 06:00:40.071000,,United States,,Maryland,,MilliporeSigma ,Public,Contract Manufacturing Organization,5000+,Great overall.,36 - 40,Scientist II,Research,Research and development of biosafety tests,In-Person,0.0,,1.0,,0.0,,Salaried,Not applicable,100000.0,N/A (no overtime/am salaried),6.5,No commission,0.0,Have not been long enough to have an annual yearly raise,0.0,0.0,,401k 6% match,HSA $500 match,PhD,1.0,USD - US dollar,,,
2025-10-30 16:51:18.784000,,United States,,California,,Prefer not to say,Private,Biotech Equipment,1-50,,46 - 50,Staff engineer,Operations,Manufacturing optimization and planning,In-Person,0.0,,0.0,,12.0,,Salaried,Not applicable,220000.0,N/A (no overtime/am salaried),,No commission,0.0,Have not been long enough to have an annual yearly raise,,,,401k matching,,PhD,1.0,USD - US dollar,,,
2025-10-30 14:13:59.402000,,Germany,Biberach,,,Boehringer Ingelheim,Private,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Scientist,Research,,Hybrid,2.0,,3.0,,3.0,,Salaried,Not applicable,85000.0,N/A (no overtime/am salaried),10.0,No commission,0.0,3.5,,,,,,PhD,1.0,EUR - euro,,,8.0
2025-10-30 07:47:23.900000,,United States,,North Carolina,,Prefer not to say,Public,Cell and Gene Therapy,200-1000,,46 - 50,"Director, R&D IT",Information Technologies,,Hybrid,2.0,,0.0,"PMP, PE, RAPS, etc",4.0,,Salaried,Not applicable,200000.0,N/A (no overtime/am salaried),20.0,No commission,30000.0,3.0,30000.0,about 1.5x the annual equity options i receive,,,,Bachelors,1.0,USD - US dollar,,,20.0
2025-10-29 10:49:41.777000,,United States,,Massachusetts,,Prefer not to say,Public,Industrial Biotech,5000+,,36 - 40,Clinical Scientist,Clinical,"Data cleaning and review, preparation of study documents, data exploration, publications",Hybrid,2.0,,0.0,,7.0,,Salaried,Not applicable,130000.0,N/A (no overtime/am salaried),15.0,No commission,15000.0,4.0,,,,401k Match,,Masters,1.0,USD - US dollar,,,0.1
2025-10-27 22:23:50.305000,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),200-1000,,36 - 40,Machine Learning Scientist,Data Science / Bioinformatics,Train AI models,Remote,5.0,,0.0,,3.0,,Salaried,Not applicable,226000.0,N/A (no overtime/am salaried),12.5,No commission,80000.0,5.0,15000.0,,,3.5% 401K match,,PhD,3.0,USD - US dollar,,,0.14
2025-10-27 21:20:34.363000,,United States,,Massachusetts,,Prefer not to say,Public,Food,5000+,Like co-workers. Limited opportunities for promotion. Difficult to get new positions approved as FTE,36 - 40,Senior laboratory technician ,Research,"Assay development, DNA extractions and sequencing ",Hybrid,0.5,,0.0,,2.0,,Hourly,40.0,76000.0,N/A (no overtime/am salaried),,No commission,0.0,Have not been long enough to have an annual yearly raise,,,,,,Bachelors,1.0,USD - US dollar,,,
2025-10-24 11:00:24.888000,,Denmark,Copenhagen,,,Novo Nordisk,Private,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Senior Research Scientist,Research,"Project manager for early pharma projects, in vitro assay development and execution to support the pipeline",Hybrid,0.5,,0.0,,2.0,,Salaried,Not applicable,122000.0,N/A (no overtime/am salaried),13.0,No commission,0.0,0.03,,,,Pension,"Private Health Insurance, Health Check, Free Vaccinations",PhD,2.0,USD - US dollar,,,
2025-10-23 17:35:07.484000,,Canada,,,Ontario,Sciex,Subsidiary,Biotech Equipment,1000-5000,,41 - 45,Hardware Verification Specialist,Research,,In-Person,0.0,,0.0,,5.0,,Hourly,42.5,82000.0,N/A (no overtime/am salaried),,No commission,0.0,Have not been long enough to have an annual yearly raise,,,,None,None,Masters,2.0,CAD - Canadian dollar,,,
2025-10-23 05:13:23.553000,,Belgium,Ghent,,,Prefer not to say,Private,Industrial Biotech,1000-5000,,41 - 45,QA Manager,Quality,,Hybrid,4.0,,0.0,,4.0,,Salaried,Not applicable,96000.0,N/A (no overtime/am salaried),10.0,No commission,50000.0,0.045,,25000.0,,6% annual gross salary in pension plan,"Full insurance, also including family, no additional cost",PhD,1.0,EUR - euro,,4k€/year; 125€/month; company car included,0.13
2025-10-21 20:01:55.107000,,United States,,California,,Genentech,Public,Industrial Biotech,5000+,"Wonderful place to work. Lovely people and very smart, disciplined leadership. The contractor model should be illegal, but everything else is great. ",36 - 40,Scientist 2,Research,I make and QC RNA for research use throughout the company.,In-Person,1.0,,0.0,,4.0,,Hourly,40.0,147000.0,N/A (no overtime/am salaried),0.0,No commission,0.0,Have not been long enough to have an annual yearly raise,0.0,0.0,0.0,No 401k match. ,Awful. I opted to buy my own Kaiser. ,PhD,1.0,USD - US dollar,,0.0,0.0
2025-10-21 13:54:50.432000,,United States,,Massachusetts,,ROME Therapeutics,Private,Pharmaceutical (including “big pharma”),1-50,,41 - 45,Data Scientist II,Data Science / Bioinformatics,,Remote,5.0,,3.0,,10.0,,Salaried,Not applicable,180000.0,N/A (no overtime/am salaried),15.0,No commission,0.0,0.04,20000.0,,,401k 5%,"BCBC MA high deductible, HSA contribution",PhD,3.0,USD - US dollar,,,8.0
2025-10-20 23:18:14.035000,,United States,,California,,BMS,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Senior Associate Scientist,Research,Purification,In-Person,0.0,,0.0,,9.0,,Salaried,Not applicable,125000.0,N/A (no overtime/am salaried),8.0,No commission,15000.0,3.0,10000.0,,,401k match 6%,,Bachelors,4.0,USD - US dollar,,,12.0
2025-10-17 11:02:50.644000,,United States,,Nebraska,,Prefer not to say,Private,Medical/Health Devices,200-1000,"2 - Horrible leadership, employees overworked, no support. Currently reorganizing, no guidance or leadership to employees.",46 - 50,Product Manager,Marketing,"Managing product life cycle, inventory and marketing",In-Person,0.0,,2.0,marketing certificate,6.0,,Salaried,Not applicable,82000.0,N/A (no overtime/am salaried),10.0,No commission,0.0,3.0,0.0,0.0,0.0,401k match,"HSA contributions, $10 toward insurance, insurance provider",PhD,5.0,USD - US dollar,Easy to answer,No,8.0
2025-10-15 18:22:34.378000,,United States,,Washington,,Prefer not to say,Private,Diagnostics,200-1000,,Less than 30,Senior Computational Biologist,Data Science / Bioinformatics,Biostatistics and assay development support,Remote,5.0,,0.0,,4.0,,Salaried,Not applicable,174000.0,N/A (no overtime/am salaried),15.0,No commission,10000.0,3.0,12000.0,,,,,PhD,1.0,USD - US dollar,,,13.0
2025-10-13 22:07:03.094000,,China,Shanghai ,,,Prefer not to say,Academia/College/Universities,Diagnostics,200-1000,,41 - 45,Talent Aquisition ,Human Resources,,In-Person,0.0,,0.0,,3.0,,Salaried,Not applicable,200000.0,N/A (no overtime/am salaried),,No commission,0.0,Company/Institution does not have annual yearly raise,,,,,,Bachelors,3.0,CNY,,,
2025-10-13 15:24:08.693000,,Spain,Madrid,,,Prefer not to say,Private,Contract Research Organization,1000-5000,,41 - 45,Manager Biostatistics,Data Science / Bioinformatics,,Remote,4.0,,4.0,,9.0,,Salaried,Not applicable,72000.0,N/A (no overtime/am salaried),0.0,No commission,0.0,2.0,,,,0.0,0.0,PhD,2.0,EUR - euro,,No,
2025-10-11 17:03:35.008000,,United States,,North Carolina,,Prefer not to say,Public,Contract Manufacturing Organization,1000-5000,,36 - 40,Laboratory Engineer II,Operations,"Service equipment, manage user accounts, coordinate vendor visits, etc.",In-Person,0.0,,0.0,,3.0,,Salaried,Not applicable,98000.0,N/A (no overtime/am salaried),10.0,No commission,0.0,0.03,0.0,0.0,0.0,100% match to 6% plus free 3%,Multiple plan options. Decent pricing/coverage,Bachelors,1.0,USD - US dollar,,,0.07
2025-10-10 10:00:59.863000,,United States,,Maryland,,Prefer not to say,Public,Diagnostics,5000+,,36 - 40,Senior manager engineering ,Manufacturing,Manage team of Manufacturing engineers that keep production equipment operating. ,In-Person,0.0,,0.0,,15.0,,Salaried,Not applicable,133000.0,N/A (no overtime/am salaried),13.0,No commission,0.0,0.03,0.0,0.0,0.0,0.05,Don't use. ,Bachelors,0.0,USD - US dollar,,Na,Na
2025-10-08 05:38:01.377000,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Qa engineer,Quality,,Hybrid,2.0,,0.0,,15.0,,Salaried,Not applicable,135000.0,N/A (no overtime/am salaried),,No commission,0.0,0.05,,,,,,Masters,5.0,USD - US dollar,,,
2025-10-08 02:07:52.823000,,United States,,California,,Prefer not to say,Private,Diagnostics,5000+,,30 - 35,Research Associate I,Research,,In-Person,0.0,,0.0,,1.0,,Hourly,40.0,60000.0,1.5x base,10.0,No commission,0.0,4.0,0.0,0.0,0.0,"4% match, 6% vested",,Bachelors,1.0,USD - US dollar,,,10.0
2025-10-07 20:11:42.385000,,United States,,Virginia,,Prefer not to say,Private,Diagnostics,1-50,Mixed. I prefer not to give specifics,46 - 50,Lab Tech,Clinical,,In-Person,0.0,,2.0,,2.0,,Salaried,Not applicable,82000.0,N/A (no overtime/am salaried),0.0,No commission,0.0,Have not been long enough to have an annual yearly raise,0.0,0.0,0.0,0.0,0.0,PhD,0.0,USD - US dollar,,,0.0
2025-10-07 13:57:35.861000,,United States,,California,,Prefer not to say,Public,Cell and Gene Therapy,50-200,Got valuable experience there and enjoyed working with my team. C on Leadership though,36 - 40,Senior Scientist,Research,Develop assays for preclinical asset characterization,In-Person,1.0,,0.0,,5.0,,Salaried,Not applicable,165000.0,N/A (no overtime/am salaried),10.0,No commission,25000.0,2.5,0.0,Options & ESPP,0.0,401k match,"90% employer paid, my cost was ~$150/month",PhD,2.0,USD - US dollar,None,,10.0
2025-10-06 22:44:16.167000,,United States,,California,,Danaher,Public,Diagnostics,5000+,,30 - 35,Senior Manufacturing Scientist,Manufacturing,,In-Person,0.0,,0.0,,5.0,,Salaried,Not applicable,109000.0,N/A (no overtime/am salaried),5.0,No commission,0.0,3.0,,,,,,Bachelors,3.0,USD - US dollar,,,
2025-10-06 20:07:57.537000,,Canada,,,Ontario,Kenvue,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Scientist,Manufacturing,Technical operations ,In-Person,0.0,,0.0,,7.0,,Salaried,Not applicable,85000.0,N/A (no overtime/am salaried),7.0,No commission,0.0,3.0,,,,0.08,Med dental covered ,Bachelors,4.0,CAD - Canadian dollar,,,5.0
2025-10-06 17:01:29.264000,,United States,,Montana,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,41 - 45,Senior Scientist,Research,Structural Biologist (Cryo-EM),Remote,5.0,,0.0,,2.0,,Salaried,Not applicable,150000.0,N/A (no overtime/am salaried),15.0,No commission,0.0,6.0,,200000.0,,,HDHP but $2000 deductible fully covered in quarterly increments to HSA,PhD,2.0,USD - US dollar,,,12.0
2025-10-06 15:24:39.208000,,France,Paris,,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,46 - 50,Procurement director,Manufacturing,,Hybrid,3.0,,0.0,,12.0,,Salaried,Not applicable,110000.0,N/A (no overtime/am salaried),15.0,No commission,0.0,Have not been long enough to have an annual yearly raise,,,,,,Masters,4.0,EUR - euro,,No,0.15
2025-10-06 14:39:58.532000,,United States,,California,,Prefer not to say,Subsidiary,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Senior Scientist,Research,AI Research,Hybrid,1.0,,0.0,,0.0,,Salaried,Not applicable,235000.0,N/A (no overtime/am salaried),13.0,No commission,14.0,Have not been long enough to have an annual yearly raise,,,96000.0,401k match,,PhD,0.0,USD - US dollar,,,NA
2025-10-04 16:08:39.981000,,France,Paris ,,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),50-200,"Good company, but facing financial difficulties in 2025",36 - 40,principal scientist,Research,Group leader,Hybrid,4.0,,4.0,,8.0,,Salaried,Not applicable,115000.0,N/A (no overtime/am salaried),15.0,No commission,0.0,3.0,,"bspce, equivalent to ~1% of the company ",,Pension,Normal french conditions ,PhD,8.0,EUR - euro,,,3.0
2025-10-03 14:36:33.582000,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,41 - 45,Principal Scientist,Analytical Development,"Principal Scientist, analyitcal development for CMC",In-Person,5.0,,0.0,,13.0,,Salaried,Not applicable,189000.0,N/A (no overtime/am salaried),20.0,No commission,0.0,Company/Institution does not have annual yearly raise,,,,,,PhD,4.0,USD - US dollar,,,0.12
2025-10-02 08:02:40.350000,,United States,,Massachusetts,,Moderna,Public,Industrial Biotech,5000+,"Excellent benefits and compensation, good working environment, exciting science, regular layoffs are affecting morale.",36 - 40,Associate Director,Research,Leading a team of 3-6 scientists in biology and translational research,In-Person,0.0,,11.0,,8.0,,Salaried,Not applicable,201000.0,N/A (no overtime/am salaried),20.0,No commission,45000.0,3.0,,95000 vesting over 4 years,,4.5% 401k match,"Good coverage, low premiums",PhD,2.0,USD - US dollar,,,20.0
2025-10-01 16:35:18.479000,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,41 - 45,CTO,Research,,In-Person,0.0,,4.0,,3.0,,Salaried,Not applicable,80000.0,N/A (no overtime/am salaried),,No commission,45.0,Company/Institution does not have annual yearly raise,,,,,Health  and  Dental,PhD,3.0,USD - US dollar,,,
2025-09-30 11:56:06.385000,,United States,,Massachusetts,,Novo Nordisk,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Scientist II,Research,,In-Person,0.0,,1.0,,5.0,,Salaried,Not applicable,145000.0,N/A (no overtime/am salaried),10.0,No commission,0.0,3.0,,,,,,PhD,3.0,USD - US dollar,,,
2025-09-26 15:58:39.334000,,United States,,Massachusetts,,Harvard Medical School,Academia/College/Universities,Academia/Research/Institution,5000+,The company and community are great.  I would come back here again given the chance.  The federal government defunding me is why I am not renewing my employment.,36 - 40,Research Assistant I,Research,"Essentially a lab tech, performs wetlab and drylab research task as well as upkeep of lab spaces and equipment",In-Person,0.0,,0.0,,2.0,,Hourly,35.0,52000.0,N/A (no overtime/am salaried),,No commission,0.0,0.015,,,,Tax deferred retirement account,"We get to opt in to Health, vision, dental, legal, and retirement benefits.  health insurance is around 100-150 a month depending on dependents and type, dental, vision, and legal are all around 10-20 a month depending on exact services.",Masters,1.0,USD - US dollar,Well thought out survey.  good job,,
2025-09-23 21:32:32.569000,,United States,,Pennsylvania,,Prefer not to say,Public,Cell and Gene Therapy,200-1000,,30 - 35,Associate Director,Clinical,,Remote,5.0,,0.0,,12.0,,Salaried,Not applicable,200000.0,N/A (no overtime/am salaried),15.0,No commission,30000.0,3.5,,,,,,Masters,2.0,USD - US dollar,,,11.0
2025-09-22 16:27:45.150000,,United States,,Massachusetts,,Prefer not to say,Private,Cell and Gene Therapy,1-50,,46 - 50,Scientist II,Research,,Hybrid,1.0,,0.0,,4.0,,Salaried,Not applicable,160000.0,N/A (no overtime/am salaried),10.0,No commission,0.0,Company/Institution does not have annual yearly raise,,,,Match half up to 3%,,PhD,3.0,USD - US dollar,,,10.0
2025-09-22 15:19:15.872000,,United Kingdom,High Wycombe,,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Associate Director Safety Lead,Research,I lead safety activities of drugs.,Hybrid,2.0,,0.0,,10.0,,Salaried,37.0,100.0,N/A (no overtime/am salaried),20.0,No commission,0.0,Have not been long enough to have an annual yearly raise,5000.0,0.0,0.0,private pension,,Masters,less than 1,GBP - sterling,,signing bonus,not received yet
