timestamp,what_country_do_you_work_in,where_is_the_closest_major_city_or_hub,biotech_sub_industry,company_or_institution_name,company_details_publicprivatestartup_subsidiary_of,company_detail_approximate_company_size,role_title_of_current_position,highest_achieved_formal_education,list_other_relevant_and_recognized_certifications,briefly_describe_your_position,years_of_experience,compensation_annual_base_salarypay,compensation_overtime_pay,compensation_annual_target_bonus,compensation_annual_equity,compensation_sign_on_bonus_value,compensation_stock_options,compensation_retirement_benefits,compensation_healthcare_benefits,compensation_most_recent_annual_yearly_raise,sign_on_relocation_assistance_total_value,company_review
2023-04-30 00:09:02.849000,United States,Boston ,Energy,Prefer not to say,Private,50-200,Research Scientist ,Bachelors or Equivalent,None,,3.0,115000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,0.03,,
2023-10-29 17:27:08.531000,United States,"Columbus, Ohio",Gene therapy,Forge Biologics,Private,200-1000,Sr Associate Scientist,Masters or Equivalent,None,,4.0,75000.0,N/A (no overtime/salaried),5000.0,Not Applicable/None,,,,,0.07,,
2023-06-12 22:39:53.915000,United States,Chicago,Genomics,Prefer not to say,Private,1000-5000,QA specialist,Bachelors or Equivalent,None,,3.0,80000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,5000.0,NA,NA,Average BCBS insurance,Have not been long enough to have an annual yearly raise,,
2023-03-29 14:48:51.031000,USA,Columbus ,Genomics,Prefer not to say,Private,200-1000,Sr. Fas II,PhD or Equivalent,None,,15.0,129000.0,N/A (no overtime/salaried),19350.0,Not Applicable/None,15000.0,6000.0,401K match,no out of pocket but high deduct,3.0,,great company
2023-04-01 00:05:30.848000,USA,Seattle,Government,Prefer not to say,Government,200-1000,Microbiologist,Bachelors or Equivalent,None,,0.0,54000.0,1.5x base,Not Applicable/None,Not Applicable/None,,,,,0.05,,
2023-10-22 21:03:53.604000,USA,Boston,Hospital,Prefer not to say,Public,5000+,Bioinfomratics Analyst,Bachelors or Equivalent,None,,1.0,72000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.0,0.0,100% mathc up to 6%,Great Insurance,Have not been long enough to have an annual yearly raise,,
2023-08-16 20:21:39.917000,United States,New York City,Immuno oncology,Prefer not to say,Public,1-50,Senior Scientist,PhD or Equivalent,None,,2.0,130000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.0,None,401k match 4%,,Company/Institution does not have annual yearly raise,,
2023-03-29 05:16:31.678000,Canada,Vancouver ,Industrial Biotech,Prefer not to say,Private,1-50,Research Associate ,Bachelors or Equivalent,None,,2.0,63000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,0.05,,
2023-03-29 09:45:39.698000,Canada,Toronto,Industrial Biotech,Prefer not to say,Public,200-1000,Account Manager,Masters or Equivalent,None,,4.0,150000.0,N/A (no overtime/salaried),50000.0,Not Applicable/None,,,,,0.15,,
2023-03-29 13:16:36.556000,Canada,Vancouver,Industrial Biotech,STEMCELL Technologies,Private,1000-5000,Scientist,PhD or Equivalent,None,,3.0,100.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.0,None,4% contribution match,"Federal healthcare plan, plus good extended benefits",0.05,3000.0,
2023-03-31 22:55:19.487000,Canada,Toronto,Industrial Biotech,Prefer not to say,Public,200-1000,Scientist,PhD or Equivalent,None,Product Development Scientist,13.0,102000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,4000.0,,,,0.035,,
2023-04-01 08:31:24.697000,Canada,Toronto,Industrial Biotech,Prefer not to say,Public,5000+,Production Manager,Bachelors or Equivalent,None,Manage 9 scientists ,5.0,107000.0,N/A (no overtime/salaried),1=%,Not Applicable/None,0.0,,10% match ,Full coverage,2.0,,
2023-03-29 09:38:52.216000,England,London,Industrial Biotech,Prefer not to say,Start-up,1-50,Research manager,PhD or Equivalent,None,Oversee and manage research projects,5.0,55000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.0,3% shares,3% match,Private healthcare ,Have not been long enough to have an annual yearly raise,0.0,N/A
2023-03-29 05:47:40.252000,Germany,NRW,Industrial Biotech,Prefer not to say,Private,1-50,Student trainee in R&D,Bachelors or Equivalent,None,Cloning and production of specialized DNA and plasmids,0.0,14000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
2023-10-18 06:37:12.619000,Germany ,Saxony ,Industrial Biotech,Prefer not to say,Start-up,1-50,Research associate ,Masters or Equivalent,None,,5.0,40000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,N/A,,,Company/Institution does not have annual yearly raise,,
2023-05-19 10:52:07.176000,Ireland,Limerick,Industrial Biotech,Regeneron,Private,5000+,Scientist,Masters or Equivalent,None,Scientist Upstream Lab,7.0,63000.0,N/A (no overtime/salaried),6300.0,Not Applicable/None,,,,,4500.0,,
2023-11-12 11:43:22.228000,Netherlands,Amsterdam,Industrial Biotech,MaxCyte,Public,50-200,Senior Scientist,PhD or Equivalent,None,,8.0,130000.0,N/A (no overtime/salaried),45000.0,20000.0,,,,,7.0,,
2023-04-12 08:22:51.358000,UK,"Cambridge, UK",Industrial Biotech,Source BioScience,Private,200-1000,Scientist 1,Masters or Equivalent,None,,1.0,25800.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,7.5,,
2023-12-09 08:48:28.646000,United Kingdom,Oxford,Industrial Biotech,Prefer not to say,Start-up,1-50,Senior Scientist,PhD or Equivalent,None,"Senior Scientist, Patent holder for core assay, manager of 2 RA's",4.0,50500.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
2023-09-06 20:16:25.759000,United Kingdom ,Cambridge ,Industrial Biotech,Prefer not to say,Start-up,50-200,Research Associate ,Masters or Equivalent,None,Lentivirus Production & Vector QC,1.0,32000.0,N/A (no overtime/salaried),1200.0,Not Applicable/None,,,8% pension contribution of gross salary ,BUPA Medical & Dental ,6.0,,
2023-03-29 00:33:21.750000,United States,Boston,Industrial Biotech,Prefer not to say,Public,200-1000,Sr. Scientist,PhD or Equivalent,None,,8.0,165000.0,N/A (no overtime/salaried),24750.0,Not Applicable/None,,,4% 401k match ,,0.09,,
2023-03-29 02:15:25.609000,United States,Bay Area,Industrial Biotech,Prefer not to say,Public,200-1000,"Director, Medicinal Chemistry",PhD or Equivalent,None,,7.0,209000.0,N/A (no overtime/salaried),46000.0,43000.0,,"Yearly options refresh, ESPP w/ 2 year lookback",50% 401k match up to 7k,,3-5%,,
2023-03-29 02:26:06.063000,United States,Seattle,Industrial Biotech,Prefer not to say,Start-up,50-200,Research Associate,Bachelors or Equivalent,None,,2.0,72800.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
2023-03-29 10:28:35.539000,United States,Boston,Industrial Biotech,Prefer not to say,Start-up,50-200,Associate Scientist,Bachelors or Equivalent,None,,4.0,101222.0,N/A (no overtime/salaried),0.1,Not Applicable/None,,,,,4.5,,
2023-03-29 11:13:44.190000,United States,Bay Area,Industrial Biotech,Prefer not to say,Private,1-50,Research Associate I,Bachelors or Equivalent,None,,1.0,70000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,0.04,,
2023-03-29 12:29:05.021000,United States,Boston ,Industrial Biotech,Prefer not to say,Public,200-1000,Contract Research Associate,Bachelors or Equivalent,None,,3.0,92000.0,1.5 Base ,Not Applicable/None,Not Applicable/None,0.0,0.0,0.0,0.0,Have not been long enough to have an annual yearly raise,,
2023-03-29 13:02:49.315000,United States,Bay Area,Industrial Biotech,Sangamo Therapeutics,Public,200-1000,Research Associate II,Bachelors or Equivalent,None,,1.0,85000.0,N/A (no overtime/salaried),6800.0,1200.0,0.0,RSU,5000 401k match,,1.0,,"great experience work life balance, gym, mental health and fitness stipend"
2023-03-29 13:15:29.102000,United States,Boston,Industrial Biotech,Prefer not to say,Start-up,50-200,Scientist II Computational Biology,PhD or Equivalent,None,,2.0,155000.0,N/A (no overtime/salaried),23000.0,Not Applicable/None,10000.0,80000.0,2% match,,3.75,,
2023-03-29 13:18:30.797000,United States,Bay Area,Industrial Biotech,Zymergen,Public,200-1000,Research Associate 2,Bachelors or Equivalent,None,,2.0,78000.0,N/A (no overtime/salaried),9000.0,1000.0,,,,,Have not been long enough to have an annual yearly raise,,Good experience but short-lived because of layoffs
2023-03-29 14:07:46.741000,United States,San Diego,Industrial Biotech,Prefer not to say,Public,200-1000,Quality Manager,Bachelors or Equivalent,None,"Quality on the floor, real time review with manufacturing, batch release",10.0,115000.0,N/A (no overtime/salaried),0.1,Not Applicable/None,0.0,N/A,5% match,Low cost health insurance,Have not been long enough to have an annual yearly raise,0.0,3/10 a year ago. 7/10 now
2023-03-29 15:38:26.336000,United States,Portland,Industrial Biotech,Prefer not to say,Public,1000-5000,Scientific Director,Bachelors or Equivalent,None,Manage scientists,15.0,245000.0,N/A (no overtime/salaried),60000.0,110000.0,,,,,5.0,,
2023-03-29 18:53:46.500000,United States,Los Angeles ,Industrial Biotech,Prefer not to say,Start-up,1-50,Principle Scientist ,PhD or Equivalent,None,,8.0,175000.0,N/A (no overtime/salaried),35000.0,TBD,0.0,,,,0.063,,
2023-03-29 22:50:24.542000,United States,Boston ,Industrial Biotech,Prefer not to say,Start-up,1-50,Senior Scientist,PhD or Equivalent,None,,2.0,150000.0,N/A (no overtime/salaried),15000.0,Not Applicable/None,,,401k 4% match,,0.08,,
2023-03-31 14:47:14.542000,United States,Bay Area,Industrial Biotech,Prefer not to say,Start-up,50-200,Research Associate II,Bachelors or Equivalent,None,,0.0,95000.0,N/A (no overtime/salaried),0.1,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
2023-04-02 15:09:29.923000,United States,Boston,Industrial Biotech,Prefer not to say,Public,50-200,Senior Scientist I,PhD or Equivalent,None,Discovery Research.  50/50 time spent at the bench.  Manage 2 junior scientists,7.0,147340.0,N/A (no overtime/salaried),22931.56,stock options - mostly underwater; ESPP plan (15% discount with 6mo lookback period),5000.0,Sign-on stock options awarded.  yearly bonus options awarded but all underwater.,4% 401K match,HSA company contributes $2000/year,6.0,,
2023-04-03 20:22:42.836000,United States,Boston,Industrial Biotech,Prefer not to say,Private,50-200,Associate Director,PhD or Equivalent,None,Program management,7.0,185000.0,N/A (no overtime/salaried),30000.0,Not Applicable/None,20000.0,,,,6.0,,
2023-04-09 20:16:13.959000,United States,Bay Area ,Industrial Biotech,Prefer not to say,Start-up,1-50,Senior researcher ,PhD or Equivalent,None,,0.0,95000.0,N/A (no overtime/salaried),0.05,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,10000.0,
2023-04-11 15:20:23.653000,United States,Bay Area,Industrial Biotech,Prefer not to say,Public,5000+,Bioinformatics Manager,PhD or Equivalent,None,"80% management of a team of bioinformaticians, 20% hands-on bioinformatics work.",8.0,191000.0,N/A (no overtime/salaried),30000.0,10000.0,0.0,RSUs,5% base salary profit sharing,PPO and HMO options,0.045,,Good
2023-04-11 19:00:02.973000,United States,Philadelphia,Industrial Biotech,Integral Molecular,Private,50-200,Research Associate I,Bachelors or Equivalent,Biotechnology A.A.S ,DNA purification work on a protein library. High throughput screening of customer MAbs. Tissue culture for multiple cell lines. ,1.0,56400.0,N/A (no overtime/salaried),~10% of yearly salary,Not Applicable/None,,,401k match up 3% of salary,,Yearly raise was a 10% increase,,Great workplace for people earlier in their careers looking to gain experience and learn. High throughput/high volume nature of work can lead to burn out. Lower salaries compared to other companies in the area 
2023-04-14 22:32:39.870000,United States,San Diego,Industrial Biotech,Prefer not to say,Private,200-1000,Principal Scientist,PhD or Equivalent,None,Bioinformatics,8.0,258000.0,N/A (no overtime/salaried),55000.0,175000.0,100000.0,1200000/4 initial grant ,50% of first 6% 401k,No premium family health insurance ,0.055,,5/5
2023-04-16 19:13:53.580000,United States,Minneapolis ,Industrial Biotech,Bio-Techne,Public,1000-5000,Advanced Research Associate ,Masters or Equivalent,None,"Work on a team to develop new products, including leading one project",3.0,60000.0,N/A (no overtime/salaried),No target but may receive bonus ,Not Applicable/None,2000.0,Can purchase stocks 15% off,401K match 50% up to 6% of salary ,Mediocre ,None,0.0,
2023-04-17 13:00:28.230000,United States,Seattle,Industrial Biotech,Roche,Public,5000+,Scientist,Bachelors or Equivalent,None,High throughput protein screening development and management of training new people on methods. Lead on Hamilton Stars,5.0,115000.0,N/A (no overtime/salaried),0.07,Not Applicable/None,0.0,0.0,5% match,UHC,0.04,0.0,It’s fine. Directly depends on your site and manager
2023-04-20 15:37:32.533000,United States,Boston,Industrial Biotech,Dyno Therapeutics,Start-up,50-200,Senior Research Associate,Bachelors or Equivalent,None,AAV production for animal studies and subsequent tissue processing for NGS analysis,5.0,91000.0,N/A (no overtime/salaried),9000.0,5000.0,0.0,Stock Options,No 401K match,"BCBS, HSA contributions",Have not been long enough to have an annual yearly raise,,Machine Learning technology seems to work but company is managed poorly. Incredibly tight deadlines and stressful sprints. Many Wetlab RAs are looking to exit within the next year unless something dramatic changes. Hard to advance without PhD. 
2023-04-21 00:26:18.230000,United States,Phoenix,Industrial Biotech,Azure Biosystems,Private,1-50,Associate marketing manager,Bachelors or Equivalent,None,Manage team of consultants. Responsible for all marketing efforts including some product marketing ,5.0,70000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,Employer-paid healthcare platinum plan,Company/Institution does not have annual yearly raise,,3/5. Was denied a raise at 2 years while my coworkers got a raise
2023-05-02 18:59:18.391000,United States,New York,Industrial Biotech,Regeneron,Public,5000+,Scientist,Bachelors or Equivalent,None,,3.0,96000.0,N/A (no overtime/salaried),8-10%,Not Applicable/None,,,,,0.14,,
2023-05-04 21:44:04.555000,United States,Ann Arbor,Industrial Biotech,Prefer not to say,Start-up,1-50,Field Applications Scientist ,Masters or Equivalent,None,,5.0,115000.0,N/A (no overtime/salaried),0.1,Not Applicable/None,0.0,160000.0,0.0,$500 per family. Company pays half. ,Company/Institution does not have annual yearly raise,5000.0,
2023-05-10 14:00:58.547000,United States,Washington DC,Industrial Biotech,Prefer not to say,Private,200-1000,Research Associate,Bachelors or Equivalent,None,"Immunoassay development, testing antibodies and protein concentrations.",1.0,60000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.0,0.0,3% 401k match,"80%/20% employee/employee split for healthcare. Medical, vision, dental, FSA provided",Have not been long enough to have an annual yearly raise,3000.0,"Work experience is highly dependent on manager and team selection. Hiring is done by committee and team selection is not up to applicant. Ultimately low stress environment that cares about quality of work over quantity. Again, highly variable experience."
2023-05-10 21:53:59.288000,United States,Gaithersburg ,Industrial Biotech,Prefer not to say,Public,50-200,Biologist 1,Bachelors or Equivalent,None,Biologist - invitro toxicology assays (mostly 3d tissue),1.0,47000.0,1.5,Not Applicable/None,Not Applicable/None,0.0,0.0,,,Have not been long enough to have an annual yearly raise,,
