timestamp,where_is_the_closest_major_city_or_hub,biotech_sub_industry,company_or_institution_name,company_details_publicprivatestartup_subsidiary_of,company_detail_approximate_company_size,role_title_of_current_position,highest_achieved_formal_education,years_of_experience,compensation_annual_base_salarypay,compensation_annual_target_bonus,compensation_annual_equity,compensation_sign_on_bonus_value,sign_on_relocation_assistance_total_value,what_country_do_you_work_in,compensation_overtime_pay,company_review,briefly_describe_your_position,list_other_relevant_and_recognized_certifications,compensation_retirement_benefits,compensation_healthcare_benefits,compensation_stock_options,compensation_most_recent_annual_yearly_raise,compensation_options,have_you_one_a_postdoc
2023-01-19 11:39:20.493000,"Tucson, Az.",Pharmaceutical (including “big pharma”),,Public,1-50,Manufacturing technician I ,Bachelors or Equivalent,2.0,55000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2023-01-19 11:59:30.028000,College Station TX,Pharmaceutical (including “big pharma”),,Public,200-1000,QC raw materials II ,Bachelors or Equivalent,2.0,57000.0,Not Applicable/None,Not Applicable/None,0.0,0.0,,,,,,,,,,,
2023-01-19 14:04:39.463000,Bay Area,Industry,,Start-up,50-200,R&D Support Manager,Masters or Equivalent,7.0,155000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2023-01-19 14:21:29.692000,San Diego,Pharmaceutical (including “big pharma”),,Public,200-1000,Director,Masters or Equivalent,10.0,233000.0,46000.0,40000.0,,,,,,,,,,,,,
2023-01-19 17:35:25.078000,San Diego,services,,Private,50-200,Research Associate II,Masters or Equivalent,1.0,64500.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2023-01-19 19:35:47.674000,Boston ,Pharmaceutical (including “big pharma”),,Public,5000+,Sr. Scientist,PhD or Equivalent,1.0,118000.0,17700.0,7000.0,,14500.0,,,,,,,,,,,
2023-01-19 22:35:08.616000,Boston,Pharmaceutical (including “big pharma”),,Private,200-1000,Principal Scientist,PhD or Equivalent,8.0,190000.0,30000.0,Not Applicable/None,,20000.0,,,,,,,,,,,
2023-01-21 04:43:05.928000,"Boston, MA",Pharmaceutical (including “big pharma”),,Private,5000+,Postdoc ,PhD or Equivalent,0.0,80000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2023-01-21 10:12:28.809000,San Diego,Pharmaceutical (including “big pharma”),,Public,5000+,Scientist,PhD or Equivalent,0.0,127500.0,12400.0,10000.0,,10000.0,,,,,,,,,,,
2023-01-21 18:25:00.272000,U.K,Pharmaceutical (including “big pharma”),,Private,1000-5000,Senior Research Associate,Bachelors or Equivalent,4.0,40300.0,4000.0,12500.0,,,,,,,,,,,,,
2023-01-21 22:56:57.826000,Seattle WA,Medical Devices,,Public,5000+,Senior Statistician,Masters or Equivalent,3.0,130000.0,13000.0,Not Applicable/None,,,,,,,,,,,,,
2023-01-22 01:35:07.836000,Boston,Pharmaceutical (including “big pharma”),,Public,5000+,Associate Director,PhD or Equivalent,12.0,205000.0,41000.0,30000.0,,,,,,,,,,,,,
2023-01-22 13:40:37.317000,Philadelphia,Pharmaceutical (including “big pharma”),Merck,Public,5000+,Engineering Specialist,Bachelors or Equivalent,2.0,92200.0,7300.0,Not Applicable/None,5000.0,10000.0,,,,,,,,,,,
2023-01-23 14:58:46.345000,San Diego,Pharmaceutical (including “big pharma”),,Public,50-200,Lab Automation Specialist/Engineer,Bachelors or Equivalent,11.0,115000.0,13800.0,"ESPP, RSU Grants",,,,,,,,,,,,,
2023-01-27 23:39:41.803000,Boston,Pharmaceutical (including “big pharma”),,Public,5000+,Sr director,M.D./PharmD/D.D.S. or Equivalent,12.0,320000.0,25.0,50000.0,100000.0,7000.0,,,,,,,,,,,
2023-01-28 07:46:07.035000,Chicago ,Pharmaceutical (including “big pharma”),,Public,5000+,Principal Scientist 1,PhD or Equivalent,16.0,155000.0,16000.0,10000.0,10000.0,,,,,,,,,,,,
2023-01-30 20:23:03.596000,"Houston, TX",Academia/Research,Rice University,Academia/College/Universities,,Postdoctoral researcher,PhD or Equivalent,0.0,60000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2023-02-03 15:22:17.969000,Bay Area,Pharmaceutical (including “big pharma”),,Public,50-200,Sr. Research Associate,Bachelors or Equivalent,3.0,102000.0,12500.0,Not Applicable/None,,,,,,,,,,,,,
2023-02-06 10:37:43.443000,Canada,Pharmaceutical (including “big pharma”),Gilead,Public,5000+,Associate Scientist,Masters or Equivalent,9.0,95000.0,15000.0,Not Applicable/None,,,,,,,,,,,,,
2023-02-06 13:01:14.977000,Washington DC (Rockville MD) USA,Pharmaceutical (including “big pharma”),GSK,Public,5000+,"Director, Clinical Sciences Lead",PhD or Equivalent,18.0,206000.0,37000.0,37000.0,130000.0,0.0,,,,,,,,,,,
2023-02-12 10:35:30.299000,Boston,Pharmaceutical (including “big pharma”),Abbvie,Public,5000+,Sr. Scientist II,PhD or Equivalent,15.0,145000.0,17400.0,21000.0,0.0,,,,,,,,,,,,
2023-02-12 20:14:06.682000,Boston ,Pharmaceutical (including “big pharma”),,Public,5000+,Bioinformatics scientist ,Masters or Equivalent,3.0,114000.0,8000.0,Not Applicable/None,,,,,,,,,,,,,
2023-02-13 22:28:25.051000,"New Jersey, USA",Pharmaceutical (including “big pharma”),Bristol Myers Squibb,Private,5000+,Associate Scientist,Bachelors or Equivalent,1.0,80000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2023-02-15 01:04:37.970000,Bay Area,Pharmaceutical (including “big pharma”),,Private,1-50,Research Associate,Bachelors or Equivalent,0.0,82000.0,Not Applicable/None,Not Applicable/None,4000.0,,,,,,,,,,,,
2023-02-16 20:12:52.761000,Boston,Pharmaceutical (including “big pharma”),,Public,5000+,Sr Scientist,PhD or Equivalent,7.0,133000.0,11000.0,Not Applicable/None,,20000.0,,,,,,,,,,,
2023-02-23 07:29:35.443000,Boston,Pharmaceutical (including “big pharma”),,Private,5000+,Research scientist,Masters or Equivalent,1.0,83000.0,7000.0,Not Applicable/None,15000.0,,,,,,,,,,,,
2023-02-23 10:16:09.166000,"Berkeley, CA",Academia/Research,,Academia/College/Universities,5000+,Application Programmer 4,Bachelors or Equivalent,10.0,100000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2023-02-23 11:47:04.771000,Los Angeles (company is in Bay),Cancer diagnostics ,,Public,200-1000,Bioinformatics pipeline engineer ,Masters or Equivalent,0.0,120000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2023-02-23 20:02:54.696000,Boston,Biotech,,Start-up,1-50,Scientist I,Bachelors or Equivalent,7.0,110000.0,0.1,Not Applicable/None,,,,,,,,,,,,,
2023-03-01 12:34:52.186000,Maryland,Pharmaceutical (including “big pharma”),,Private,50-200,Senior Scientist,PhD or Equivalent,6.0,140000.0,21000.0,Not Applicable/None,,,,,,,,,,,,,
2023-03-01 17:09:08.958000,Raleigh,Medical Devices,,Private,200-1000,Manager,PhD or Equivalent,8.0,155000.0,20000.0,25000.0,10000.0,,,,,,,,,,,,
2023-03-01 23:25:57.139000,Bay Area,Pharmaceutical (including “big pharma”),,Private,5000+,Senior Scientist,PhD or Equivalent,3.0,155000.0,23000.0,12000.0,,40000.0,,,,,,,,,,,
2023-03-02 00:51:24.455000,San Diego,Medical Devices,,Public,5000+,Manager,Bachelors or Equivalent,4.0,155000.0,0.1,50000.0,,,,,,,,,,,,,
2023-03-02 21:06:00.048000,New Jersey,Pharmaceutical (including “big pharma”),,Private,1-50,Sr. Scientist,PhD or Equivalent,3.0,100000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2023-03-03 13:13:14.899000,Bay Area,Pharmaceutical (including “big pharma”),,Start-up,1-50,Senior Scientist 2,PhD or Equivalent,3.0,150000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2023-03-03 13:21:06.624000,South San Francisco,Pharmaceutical (including “big pharma”),,Public,200-1000,Laboratory Manager,Bachelors or Equivalent,9.0,139500.0,10500.0,2400.0,,,,,,,,,,,,,
2023-03-03 13:39:53.154000,New York,Pharmaceutical (including “big pharma”),,Public,5000+,Principal Scientist,PhD or Equivalent,3.0,155000.0,20000.0,20000.0,,,,,,,,,,,,,
2023-03-04 00:27:53.832000,Bay Area,Pharmaceutical (including “big pharma”),,Public,200-1000,Scientist,Masters or Equivalent,12.0,139000.0,11210.0,20000.0,,,,,,,,,,,,,
2023-03-04 17:05:27.688000,Boston ,Pharmaceutical (including “big pharma”),,Public,1000-5000,Principal scientist ,PhD or Equivalent,7.0,160000.0,29000.0,60000.0,,,,,,,,,,,,,
2023-03-05 11:26:32.134000,New York Metro Area,Pharmaceutical (including “big pharma”),,Public,5000+,Associate Scientist,PhD or Equivalent,1.0,125000.0,8000.0,Not Applicable/None,,,,,,,,,,,,,
2023-03-05 14:03:34.408000,Calgary,Academia/Research,,Academia/College/Universities,50-200,Bioinformatic Technician,Masters or Equivalent,1.0,66000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2023-03-06 18:45:24.079000,Boston,Pharmaceutical (including “big pharma”),,Public,50-200,Scientist I,PhD or Equivalent,0.0,125000.0,10.0,Not Applicable/None,15000.0,,,,,,,,,,,,
2023-03-09 19:35:35.531000,Boston,Pharmaceutical (including “big pharma”),,Private,50-200,Scientist ,PhD or Equivalent,5.0,115000.0,0.125,$46k over 4 years,5000.0,,,,,,,,,,,,
2023-03-09 21:27:52.992000,Boston,Pharmaceutical (including “big pharma”),,Start-up,50-200,Scientist I,Masters or Equivalent,5.0,127000.0,16000.0,Not Applicable/None,,,,,,,,,,,,,
2023-03-10 12:54:08.871000,PA ,Pharmaceutical (including “big pharma”),Incyte,Private,200-1000,Manager,M.D./PharmD/D.D.S. or Equivalent,5.0,140000.0,0.15,Not Applicable/None,,,,,,,,,,,,,
2023-03-11 22:02:01.186000,"Thousand Oaks, CA",Pharmaceutical (including “big pharma”),,Private,1-50,Scientist,Bachelors or Equivalent,10.0,110000.0,10% Bonus,30k Shares vested over 4 years,,10000.0,,,,,,,,,,,
2023-03-14 04:13:09.683000,Boston ,Pharmaceutical (including “big pharma”),,Start-up,50-200,Scientist II ,PhD or Equivalent,3.0,136000.0,13600.0,Not Applicable/None,20000.0,,,,,,,,,,,,
2023-03-14 12:26:17.481000,New York,Pharmaceutical (including “big pharma”),,Start-up,50-200,Senior Scientist,PhD or Equivalent,2.0,140000.0,14000.0,5000 RSU/y,10000.0,3000.0,,,,,,,,,,,
2023-03-16 13:54:42.404000,Boston,Academia/Research,,Private,1000-5000,Sr. Bioinformatics Analyst,PhD or Equivalent,1.0,130000.0,10000.0,Not Applicable/None,10000.0,,,,,,,,,,,,
2023-03-17 19:29:11.839000,"Michigan, USA",Agriculture/Food,,Start-up,50-200,Research Associate lvl II,Bachelors or Equivalent,5.0,55000.0,0.1,Not Applicable/None,,,,,,,,,,,,,
2023-03-17 20:13:20.273000,Boston,Pharmaceutical (including “big pharma”),Sanofi,Private,5000+,Process Engineer,Masters or Equivalent,8.0,136000.0,20400.0,Not Applicable/None,80000.0,30000.0,,,,,,,,,,,
2023-03-17 20:24:39.641000,Maryland ,Pharmaceutical (including “big pharma”),Texcell NA,Private,1-50,Viral Clearance Coordinator ,Bachelors or Equivalent,2.0,64480.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2023-03-18 07:50:07.077000,"Macclesfield, UK",CRO,,Private,200-1000,Assistant Manager,Masters or Equivalent,5.0,45000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
2023-03-18 11:05:53.501000,Ireland,Pharmaceutical (including “big pharma”),Pfizer,Private,5000+,Process Engineer,PhD or Equivalent,5.0,65000.0,5000.0,Not Applicable/None,,,,,,,,,,,,,
2023-03-18 18:00:40.610000,Indianapolis,Pharmaceutical (including “big pharma”),Eli Lilly,Private,5000+,Process Development Engineer,Bachelors or Equivalent,1.0,87000.0,0.11,3500.0,,8000.0,,,,,,,,,,,
2023-03-19 13:42:13.975000,Bay Area,Academia/Research,,Private,1-50,Bioinformatics Research Associate,Bachelors or Equivalent,6.0,100000.0,10000.0,Not Applicable/None,,,,,,,,,,,,,
2023-03-19 21:43:40.093000,Canada,Pharmaceutical (including “big pharma”),,Start-up,1-50,Research Associate I,Masters or Equivalent,2.0,85000.0,Not Applicable/None,Not Applicable/None,,,,,,,,,,,,,
