timestamp,what_country_do_you_work_in,where_is_the_closest_major_city_or_hub,where_are_you_located,biotech_sub_industry,company_or_institution_name,company_details_publicprivatestartup_subsidiary_of,company_detail_approximate_company_size,role_title_of_current_position,what_degrees_do_you_have,list_other_relevant_and_recognized_certifications,briefly_describe_your_position,years_of_experience,compensation_annual_base_salarypay,compensation_overtime_pay,compensation_annual_target_bonus,compensation_annual_equitystock_option,compensation_most_recent_annual_yearly_raise,compensation_sign_on_bonus_value,compensation_sign_on_stockequity_options,compensation_retirement_benefits,compensation_retirement_percent_match,compensation_healthcare_benefits,sign_on_relocation_assistance_total_value,company_review,work_life_balance_on_average_how_many_hours_do_you_work_per_week,survey_feedback
2024-12-18 18:49:53.757000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Public,5000+,Sr. Scientist,PhD or Equivalent,None,,0.0,130000.0,N/A (no overtime/salaried),7000.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,5000.0,,5% base and 5% match ,,"Very good ppo with hsa, optical, dental",,,41 - 45,
2024-12-18 18:46:08.076000,,,"New England (MA, CT, RI, NH, VT, ME)",Small Pharma/Biotech,Abbratech,Start-up,1-50,Scientist,PhD or Equivalent,None,,12.0,110000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,Offered stocks at sign on but stocks were eliminated a month later after changing business from S to LLC,"401K, no match",,PPO 300$/month 5K deductible,10K,"This company is a “lifestyle business” and is NOT interested in improving technology. It has poor leadership and a weak core technology. They overspend and are frequently in the red. They use money from business grant projects for other unrelated projects. There is no investment in growth or development of their scientists. The CEO and director of R&D are having an affair and it is compromising business finances, research, and work environment.",41 - 45,
2024-12-18 18:35:19.666000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Private,50-200,Quality Assurance Specialist,Bachelors or Equivalent,None,Complaint and labeling process owner ,8.0,123000.0,N/A (no overtime/salaried),12000.0,Not Applicable/None,0.03,0.0,0.0,3% match,,,0.0,,Less than 30,
2024-12-18 18:33:09.977000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Private,5000+,Data acientist,Masters or Equivalent,None,Data scientist drug substance process development,7.0,109.0,1.5x base,15000.0,2000.0,3.0,,,5% given and 5% matched for 401k,,,,Great. 4.5 stars,36 - 40,
2024-12-18 18:25:16.454000,,,"New England (MA, CT, RI, NH, VT, ME)",Biotech Equipment,Prefer not to say,Public,5000+,Field Account Manager,Masters or Equivalent,None,,10.0,145000.0,N/A (no overtime/salaried),35000.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,6% match,,,,,36 - 40,
2024-12-18 18:23:43.665000,,,United Kingdom and Ireland,Big Pharmaceuticals,Prefer not to say,Public,5000+,Digital Lead,"High School or Equivalent, Bachelors or Equivalent",None,Oversee and deliver the digital strategy for approximately 200 people,12.0,77000.0,N/A (no overtime/salaried),0.15,0.05,0.04,,,None,,,,,41 - 45,
2024-12-18 18:19:07.953000,,,West Coast (California & Pacific Northwest),Biotech Equipment,Prefer not to say,Public,5000+,Regional manager,Bachelors or Equivalent,None,,10.0,125000.0,1.5,150000.0,5000.0,Company/Institution does not have annual yearly raise,,,0.06,,,,,41 - 45,
2024-12-18 18:17:07.042000,,,West Coast (California & Pacific Northwest),Biotech Equipment,Prefer not to say,Public,5000+,Field Applications Specialist I,Bachelors or Equivalent,None,Set up lab instrument and train end users,9.0,91350.0,N/A (no overtime/salaried),30000.0,Not Applicable/None,0.035,,,6% 401k match,,,,,36 - 40,
2024-12-18 18:05:56.190000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Sanofi,Public,5000+,Manager,Bachelors or Equivalent,None,Regulatory CMC,7.0,130000.0,N/A (no overtime/salaried),26000.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,5000.0,,150% when contributing 6% personally ,,,,,41 - 45,
2024-12-18 18:03:03.463000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,BioMarin,Public,1000-5000,Research associate II,Bachelors or Equivalent,None,Early researcher in drug delivery for genetic diseases. Bench scientist,6.0,98000.0,N/A (no overtime/salaried),0.15,"Rolling RSU. 25k on hiring, additional 15k a year",3.0,0.0,25k that vests over 4 years,401k - 6% match,,Hdhp w/ HSA - contributes deductible to hsa ,,Not great tbh,41 - 45,
2024-12-18 18:02:50.558000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Start-up,50-200,Manager,High School or Equivalent,None,,10.0,100000.0,N/A (no overtime/salaried),5000.0,Not Applicable/None,4.0,,,None,,,,,36 - 40,
2024-12-18 18:00:27.952000,,,"Carolinas & Southeast (From NC to AR, South FL and LA)",Biotech Equipment,Prefer not to say,Public,1000-5000,Sales engineer,Bachelors or Equivalent,None,"Work with customers to assess needs & situation, provide technical support to sales directors, create quotations & specifications, submit bid packages.,",3.0,92000.0,N/A (no overtime/salaried),1mo pay.,Not Applicable/None,Inflation + 1 to 2% based on performance,0.0,0.0,6% 401k match ,,,,,36 - 40,
2024-12-18 17:58:19.019000,,,"DC Metro Area (DC, VA, MD, DE)",Viral Clearance,TexCell,Subsidiary,50-200,Process Engineer II,Bachelors or Equivalent,None,,6.0,85000.0,1.5 base,Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,4% 401K,,,,,41 - 45,
2024-12-18 17:53:52.471000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Director ,PhD or Equivalent,None,Network Strategy,16.0,170000.0,N/A (no overtime/salaried),50000.0,40000.0,0.045,,,0.06,,,,,46 - 50,
2024-12-18 17:51:23.264000,,,Canada,Academia/Research/Institution,Prefer not to say,Public,1000-5000,Postdoctoral fellow,"High School or Equivalent, Bachelors or Equivalent, PhD or Equivalent",None,,1.0,70000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,Pension,,,1000.0,,46 - 50,
2024-12-18 17:45:27.198000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,GSK,Public,5000+,Principal Scientist,PhD or Equivalent,None,Discovery Scientist,3.0,113000.0,N/A (no overtime/salaried),13560.0,Not Applicable/None,3.5,,,11% 401k match,,HSA contributions,,5/5,36 - 40,
2024-12-18 16:01:19.304000,,,United Kingdom and Ireland,Big Pharmaceuticals,Thermo Fisher Scientific,Private,5000+,Sr Scientist,PhD or Equivalent,None,,2.0,55000.0,N/A (no overtime/salaried),5000.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,5000.0,,up to 9% of base salary match,,,,,36 - 40,
2024-12-18 13:02:26.060000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Public,200-1000,Associate scientist ,Bachelors or Equivalent,None,,7.0,127000.0,N/A (no overtime/salaried),10000.0,75000.0,Have not been long enough to have an annual yearly raise,,,4.0,,,,,41 - 45,
2024-12-17 14:33:43.367000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Kite,Public,1000-5000,Sr. QC M icrobiologyTech,"High School or Equivalent, Bachelors or Equivalent",None,,6.0,88000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,3.0,0.0,,"401k match 15%, dental, medical, vision, misc health",,,,,36 - 40,
2024-12-17 11:40:14.935000,,,"Midwest (From OH to KS, North to ND)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Technical Writer,Bachelors or Equivalent,None,Contractor - technical writing and SME activities,7.0,78000.0,1.5x,Not Applicable/None,Not Applicable/None,0.03,0.0,N/A,No match,,Don't use,N/A,Really relaxed as a contractor. Remote. ,30 - 35,N/A
2024-12-16 17:34:14.289000,,,"New England (MA, CT, RI, NH, VT, ME)",Biotech Equipment,Prefer not to say,Private,50-200,Scientist,Masters or Equivalent,None,Scientist - Immunoassay Research and Development,0.0,90500.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.12,,,401k match 3% of salary,,,,,41 - 45,
2024-12-16 10:54:09.052000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Subsidiary,50-200,Sr Research Associate ,Bachelors or Equivalent,None,,2.0,93900.0,N/A (no overtime/salaried),8000.0,Not Applicable/None,12.8,,,10% 401k match,,,,,36 - 40,
2024-12-16 01:22:12.422000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,200-1000,Sr mgr qc,Masters or Equivalent,None,Reference std and stability mgmt with team of 2,15.0,171000.0,N/A (no overtime/salaried),0.15,Rsu varies ,0.03,0.0,0.0,4.5% max 401k match,,Health dental vision single person ~100 per check plus 1700 annual hsa contr and 1.5x salary life insurance,0.0,Requires you to be very independent but overall good package with the hassle,46 - 50,
2024-12-15 21:36:22.794000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,"Alexion, Astrazeneca Rare Diseases",Public,1000-5000,Clinical Development ,PharmD or Equivalent,None,PhI-PhIII drug development ,7.0,230000.0,N/A (no overtime/salaried),80000.0,75000.0,3-5%,0.0,N/A,0.06,,N/A,N/A,N/A,36 - 40,N/A
2024-12-15 12:52:24.451000,,,West Coast (California & Pacific Northwest),Startup biopharm (siRNA),Prefer not to say,Start-up,1-50,Senior research associate ,Bachelors or Equivalent,None,"Synthesize, purify and process oligos and oligo conjugates. Develop LC methods for oligo prep and oligo QC ",5.0,95000.0,N/A (no overtime/salaried),0.08,Can’t recall amount/value,Company/Institution does not have annual yearly raise,,,"4% 401k match, company HSA contribution  ",,,,Great because my direct manager is amazing,41 - 45,
2024-12-14 20:46:17.737000,,,"Carolinas & Southeast (From NC to AR, South FL and LA)",Biotech Startup,Prefer not to say,Subsidiary,200-1000,QA Specialist,Bachelors or Equivalent,None,I qa approve CSV documents and AD protocols (mostly tech transfer.,7.0,98000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.03,,,100% 401k match up to 6%,,Cigna. Out of pocket: $0. In network deductible 1500. Out of network: 2800. Prescription medication copay: $5,,"I disliked being in my specific group, but the company was great.",41 - 45,
2024-12-13 22:00:18.134000,,,"Midwest (From OH to KS, North to ND)",Industrial Biotech,Prefer not to say,Private,1-50,Scientist I,"High School or Equivalent, Bachelors or Equivalent, Masters or Equivalent, PhD or Equivalent",None,"Scientist I - Manage virus stocks, conduct virology studies in vitro and in vivo, identify lead antiviral molecules for further development. Manage 3 junior scientists.",1.0,80000.0,N/A (no overtime/salaried),20000.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,5000.0,77000 options at low strike price ,Maximum 401k match,,Zero premium payment healthcare plan. $2000 deductible. Vision and dental. ,None,Exceptional!,51 - 60,Good survey
2024-12-13 20:38:09.086000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Merck,Private,5000+,Senior Scientist,PhD or Equivalent,None,Analytical chemist,0.0,125000.0,N/A (no overtime/salaried),18000.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,15000.0,0.0,"4.5% 401k match, 4.5% pension",,,25000.0,,41 - 45,
2024-12-13 20:19:28.040000,,,"South & Mountain West (TX to AZ, North to MT)",Contract Manufacturing Organization,Fujifilm,Subsidiary,1000-5000,Quality Assurance Analyst,Bachelors or Equivalent,None,,5.0,80000.0,N/A (no overtime/salaried),10.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,401K matching,,,,,41 - 45,
2024-12-13 12:25:11.423000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,200-1000,Research Associate,"High School or Equivalent, Bachelors or Equivalent",None,,3.0,62000.0,N/A (no overtime/salaried),2500.0,9000.0,3.0,1500.0,3000.0,401k match 3%,,Cigna,,"Good work environment, but unstable and anxious staff for the past year and a half",30 - 35,
2024-12-12 16:32:23.704000,,,"New England (MA, CT, RI, NH, VT, ME)",Academia/Research/Institution,Prefer not to say,Start-up,50-200,Scientist,PhD or Equivalent,None,,2.0,101000.0,N/A (no overtime/salaried),0.1,10000.0,0.04,,,401 k match 1 to 1 up to 4%,,"HSA, HDHP",,,41 - 45,
2024-12-12 08:22:56.544000,,,"Midwest (From OH to KS, North to ND)",Industrial Biotech,Prefer not to say,Start-up,50-200,Fermentation engineer ,PhD or Equivalent,None,,3.0,132000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,10000.0,,4% Match ,,,,,46 - 50,
2024-12-11 21:38:21.634000,,,Canada,Consulting,Eversana,Private,5000+,Associate principal ,Masters or Equivalent,None,,11.0,115000.0,N/A (no overtime/salaried),0.15,Not Applicable/None,0.07,0.0,0.0,RRSP match,,,,,36 - 40,
2024-12-11 15:41:04.769000,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Public,1000-5000,"Associate Director, Clinical Operations",Bachelors or Equivalent,None,"Clin Ops program lead, manage strategy for study planning and oversight of study execution for all studies within the program",13.0,211000.0,N/A (no overtime/salaried),46500.0,100000.0,0.05,12000.0,3000 options at signing now worth close to 400k,6% 401k match ,,No deductible PPO (I think like 300-400 a month for a family of 4),,Great ,46 - 50,
2024-12-11 12:28:53.575000,,,France,Industrial Biotech,Prefer not to say,Public,50-200,Pharmacovigilance Director,PharmD or Equivalent,None,,18.0,145000.0,N/A (no overtime/salaried),25000.0,Not Applicable/None,0.02,,,Pension,,,,,41 - 45,
2024-12-11 01:01:44.734000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Public,5000+,Senior Research Associate,Masters or Equivalent,None,,2.0,101000.0,N/A (no overtime/salaried),7500.0,6000.0,0.06,,8000.0,Dollar for dollar match up to 15k,,,60000.0,,36 - 40,
2024-12-10 22:10:58.826000,,,"DC Metro Area (DC, VA, MD, DE)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Director,Masters or Equivalent,None,,15.0,231000.0,N/A (no overtime/salaried),70000.0,75000.0,3.0,0.0,100000.0,15000.0,,,,,Less than 30,
2024-12-10 21:25:03.690000,,,West Coast (California & Pacific Northwest),Medical/Health Devices,Prefer not to say,Private,200-1000,"Director, Software Product Management ",Bachelors or Equivalent,None,,15.0,250000.0,N/A (no overtime/salaried),50000.0,25000.0,4.0,25000.0,,No Match,,Fully paid for 1 person,,,,
2024-12-10 17:20:24.610000,,,"New England (MA, CT, RI, NH, VT, ME)",Agriculture,Prefer not to say,Start-up,1-50,Research Assistant,Bachelors or Equivalent,None,,1.0,55000.0,N/A (no overtime/salaried),2000.0,2000.0,Have not been long enough to have an annual yearly raise,0.0,,401k match,,HSA match,,,41 - 45,
2024-12-10 15:44:13.305000,,,Canada,Protein Manufacturing,Prefer not to say,Private,1-50,Scientist,Masters or Equivalent,None,"Custom development and manufacturing, point person for custom modification of existing products/development of novel products.",1.0,53000.0,N/A (no overtime/salaried),2000.0,Not Applicable/None,0.06,0.0,0.0,0.0,,"$2000 (CAD) on anything healthcare related required (dental, vision, massage, drugs etc.)",0.0,Overworked for the amount of pay and experience it feels like. Company morale is slightly low all the time. Rising cost of living in Victoria BC (canada in general) and making 50K a year for 7+ years of schooling just feels kind of brutal. ,36 - 40,
2024-12-10 14:45:54.615000,,,Finland,Contract Research Organization,IQVIA,Private,5000+,Regulatory analyst,Masters or Equivalent,None,Regulatory analyst,3.0,48000.0,N/A (no overtime/salaried),1500.0,Not Applicable/None,0.05,0.0,0.0,0.0,,Comprehensive healthcare benefit,0.0,,46 - 50,
2024-12-10 03:43:56.279000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Private,5000+,Lead MO,Bachelors or Equivalent,None,On floor supervisor role: troubleshoot issues and manage personnel,3.0,92000.0,"1.5X, shift differential- 5-20% ",0.08,Not Applicable/None,0.02,,,401K,,"HSA, 100 per month for health insurance",,,41 - 45,
2024-12-09 20:28:48.657000,,,"Carolinas & Southeast (From NC to AR, South FL and LA)",Contract Research Organization,Prefer not to say,Private,1-50,Business Development,Bachelors or Equivalent,None,Sales,12.0,90000.0,N/A (no overtime/salaried),70000.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,0.0,,401k 50% match,,,,,36 - 40,
2024-12-09 20:01:14.681000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,50-200,Principal research associate,Masters or Equivalent,None,Process development for drug product LNPs,6.0,108000.0,N/A (no overtime/salaried),13000.0,500.0,3.0,5000.0,,4% 401k match,,,,,36 - 40,
2024-12-09 17:41:51.413000,,,France,Industrial Biotech,Prefer not to say,Start-up,1-50,Scientist,PhD or Equivalent,None,,0.0,52000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,-,,,,,36 - 40,
2024-12-09 14:46:58.322000,,,"New England (MA, CT, RI, NH, VT, ME)",Academia/Research/Institution,Prefer not to say,Academia/College/Universities,,Research Assistant II,Masters or Equivalent,BIDMC,,1.0,44000.0,1.5x base,Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,401k 4% match after one year,,,,,30 - 35,
2024-12-08 23:59:02.599000,,,"DC Metro Area (DC, VA, MD, DE)",Government,Fda,Government,5000+,Team leader,PharmD or Equivalent,None,Cdtl ,7.0,195000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,8.0,,,5% 501k,,,,,41 - 45,
