Timestamp,Email Address,Which country do you work in?,What City do you work in?,Which US state do you work in?,Which Canadian Province do you work in?,Company or Institution Name,Which of the following best describes your company?,Biotech sub industry?,Company Detail - Approximate Company Size,Provide a review and rate your company/institution and experience,"Work Life Balance - On average, how many hours do you work per week","What is your official job title?

This should match the title that was present on your offer letter. 

Some examples: Research Associate, Scientist, Scientist I/II/III, Senior Scientist, Principal Scientist, Manager, Lab Technician, VP, Director etc.

If your job title includes additional detail, please include e.g. Director of Bioinformatics","Which department best describes your role? If you can't find one that fits your specific role, select 'Other' and describe
",Briefly describe your position and responsibilities,"Do you work In-Person, Remote, or Hybrid?",How many days on average per week do you work from home?,What degrees do you have?,"How many total years of experience in post-docs do you have? (If none, enter 0)","List other relevant and recognized certifications
","Please enter your total years of experience in the field

DO NOT INCLUDE years in BSc, Masters, PhD, or post-bacc/post-doc",What currency will you be answering these questions in?,Are you a salaried or hourly employee,"If you are an hourly employee, how many hours per week do you work?","Annual Base Salary 

What is your annual BASE salary? Do not include bonus or stocks

If you are paid hourly, multiply by 2080 to convert to yearly (assuming you work 40hr/week)","Overtime Pay

How is overtime handled on a per hour basis? (1.5x base, 2x base, etc)","Annual Target Bonus in PERCENTAGE (%)

This should be stipulated prior to your employment. DO NOT include one-time bonuses (spot bonuses, signing bonuses, referral bonuses).","Commission

If you are compensated with commission how much is your commission? (Please indicate if answering in percentage or absolute monetary value)","Annual Equity/Stock Option

Please enter the grant/market value of your long-term incentive. Use the annualized amount if distributed over several years. Enter 0 if none or not applicable. 

DO NOT include equity when signing on or one-time equity bonuses","Most recent annual yearly raise (%)

Companies typically do yearly raises across the board for all employees. This is not to be confused with promotions or raises that were requested.
","[Sign on] Bonus Value
This is a one-time bonus you may have received when signing-on. This is not a bonus that reoccurs","[Sign on] Stock/Equity Options
Briefly describe sign on stock/equity options that is available","[Sign on] Relocation Assistance Total Value

This is the total value of the relocation assistance including but not limited to tax-true ups company may have paid, movers expenses, shipping of vehicles, temporary living, etc.","Retirement Benefits (free text)
Briefly describe retirement benefits. For example 401k match %, pension, etc","Healthcare Benefits (free text)
Describe healthcare benefits - costs, deductibles, outfamily plan, insurance provider, total out of pocket, HSA contributions, etc","Select the highest level of education that you have that's relevant to your occupation. If you have multiple (e.g. PhD + MD) please select ""Other"" and describe",How many years have you been working at this current position?,What currency will you be answering these quesitons in?,Survey feedback,"Any other type of annual bonus? Please describe.

 DO NOT include one-time bonuses (spot bonuses, signing bonuses, referral bonuses).
","How much of your bonus did you receive in the last cycle?

e.g. maybe your target bonus was 10%, but you actually got 8% this year. So here you would write ""8%""
"
10/30/2025 16:51:19,,United States,,California,,Prefer not to say,Private,Biotech Equipment,1-50,,46 - 50,Staff engineer,Operations,Manufacturing optimization and planning,In-Person,0,,0,,12,,Salaried,Not applicable,220000,N/A (no overtime/am salaried),,No commission,0,Have not been long enough to have an annual yearly raise,,,,401k matching,,PhD,1,USD - US dollar,,,
10/30/2025 14:13:59,,Germany,Biberach,,,Boehringer Ingelheim,Private,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Scientist,Research,,Hybrid,2,,3,,3,,Salaried,Not applicable,85000,N/A (no overtime/am salaried),10,No commission,0,3.5,,,,,,PhD,1,EUR - euro,,,8
10/30/2025 7:47:24,,United States,,North Carolina,,Prefer not to say,Public,Cell and Gene Therapy,200-1000,,46 - 50,"Director, R&D IT",Information Technologies,,Hybrid,2,,0,"PMP, PE, RAPS, etc",4,,Salaried,Not applicable,200000,N/A (no overtime/am salaried),20,No commission,30000,3,30000,about 1.5x the annual equity options i receive,,,,Bachelors,1,USD - US dollar,,,20
10/29/2025 10:49:42,,United States,,Massachusetts,,Prefer not to say,Public,Industrial Biotech,5000+,,36 - 40,Clinical Scientist,Clinical,"Data cleaning and review, preparation of study documents, data exploration, publications",Hybrid,2,,0,,7,,Salaried,Not applicable,130000,N/A (no overtime/am salaried),15,No commission,15000,4,,,,401k Match,,Masters,1,USD - US dollar,,,10%
10/27/2025 22:23:50,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),200-1000,,36 - 40,Machine Learning Scientist,Data Science / Bioinformatics,Train AI models,Remote,5,,0,,3,,Salaried,Not applicable,226000,N/A (no overtime/am salaried),12.5,No commission,80000,5,15000,,,3.5% 401K match,,PhD,3,USD - US dollar,,,14%
10/27/2025 21:20:34,,United States,,Massachusetts,,Prefer not to say,Public,Food,5000+,Like co-workers. Limited opportunities for promotion. Difficult to get new positions approved as FTE,36 - 40,Senior laboratory technician ,Research,"Assay development, DNA extractions and sequencing ",Hybrid,0.5,,0,,2,,Hourly,40,76000,N/A (no overtime/am salaried),,No commission,0,Have not been long enough to have an annual yearly raise,,,,,,Bachelors,1,USD - US dollar,,,
10/24/2025 11:00:25,,Denmark,Copenhagen,,,Novo Nordisk,Private,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Senior Research Scientist,Research,"Project manager for early pharma projects, in vitro assay development and execution to support the pipeline",Hybrid,0.5,,0,,2,,Salaried,Not applicable,122000,N/A (no overtime/am salaried),13,No commission,0,3%,,,,Pension,"Private Health Insurance, Health Check, Free Vaccinations",PhD,2,USD - US dollar,,,
10/23/2025 17:35:07,,Canada,,,Ontario,Sciex,Subsidiary,Biotech Equipment,1000-5000,,41 - 45,Hardware Verification Specialist,Research,,In-Person,0,,0,,5,,Hourly,42.5,82000,N/A (no overtime/am salaried),,No commission,0,Have not been long enough to have an annual yearly raise,,,,None,None,Masters,2,CAD - Canadian dollar,,,
10/23/2025 5:13:24,,Belgium,Ghent,,,Prefer not to say,Private,Industrial Biotech,1000-5000,,41 - 45,QA Manager,Quality,,Hybrid,4,,0,,4,,Salaried,Not applicable,96000,N/A (no overtime/am salaried),10,No commission,50000,4.50%,,"25,000€",,6% annual gross salary in pension plan,"Full insurance, also including family, no additional cost",PhD,1,EUR - euro,,4k€/year; 125€/month; company car included,13%
10/21/2025 20:01:55,,United States,,California,,Genentech,Public,Industrial Biotech,5000+,"Wonderful place to work. Lovely people and very smart, disciplined leadership. The contractor model should be illegal, but everything else is great. ",36 - 40,Scientist 2,Research,I make and QC RNA for research use throughout the company.,In-Person,1,,0,,4,,Hourly,40,147000,N/A (no overtime/am salaried),0,No commission,0,Have not been long enough to have an annual yearly raise,0,0,0,No 401k match. ,Awful. I opted to buy my own Kaiser. ,PhD,1,USD - US dollar,,0,0
10/21/2025 13:54:50,,United States,,Massachusetts,,ROME Therapeutics,Private,Pharmaceutical (including “big pharma”),1-50,,41 - 45,Data Scientist II,Data Science / Bioinformatics,,Remote,5,,3,,10,,Salaried,Not applicable,180000,N/A (no overtime/am salaried),15,No commission,0,4%,20000,,,401k 5%,"BCBC MA high deductible, HSA contribution",PhD,3,USD - US dollar,,,8
10/20/2025 23:18:14,,United States,,California,,BMS,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Senior Associate Scientist,Research,Purification,In-Person,0,,0,,9,,Salaried,Not applicable,125000,N/A (no overtime/am salaried),8,No commission,15000,3,10000,,,401k match 6%,,Bachelors,4,USD - US dollar,,,12
10/17/2025 11:02:51,,United States,,Nebraska,,Prefer not to say,Private,Medical/Health Devices,200-1000,"2 - Horrible leadership, employees overworked, no support. Currently reorganizing, no guidance or leadership to employees.",46 - 50,Product Manager,Marketing,"Managing product life cycle, inventory and marketing",In-Person,0,,2,marketing certificate,6,,Salaried,Not applicable,82000,N/A (no overtime/am salaried),10,No commission,0,3,0,0,0,401k match,"HSA contributions, $10 toward insurance, insurance provider",PhD,5,USD - US dollar,Easy to answer,No,8
10/15/2025 18:22:34,,United States,,Washington,,Prefer not to say,Private,Diagnostics,200-1000,,Less than 30,Senior Computational Biologist,Data Science / Bioinformatics,Biostatistics and assay development support,Remote,5,,0,,4,,Salaried,Not applicable,174000,N/A (no overtime/am salaried),15,No commission,10000,3,12000,,,,,PhD,1,USD - US dollar,,,13
10/13/2025 22:07:03,,China,Shanghai ,,,Prefer not to say,Academia/College/Universities,Diagnostics,200-1000,,41 - 45,Talent Aquisition ,Human Resources,,In-Person,0,,0,,3,,Salaried,Not applicable,200000,N/A (no overtime/am salaried),,No commission,0,Company/Institution does not have annual yearly raise,,,,,,Bachelors,3,CNY,,,
10/13/2025 15:24:09,,Spain,Madrid,,,Prefer not to say,Private,Contract Research Organization,1000-5000,,41 - 45,Manager Biostatistics,Data Science / Bioinformatics,,Remote,4,,4,,9,,Salaried,Not applicable,72000,N/A (no overtime/am salaried),0,No commission,0,2,,,,0,0,PhD,2,EUR - euro,,No,
10/11/2025 17:03:35,,United States,,North Carolina,,Prefer not to say,Public,Contract Manufacturing Organization,1000-5000,,36 - 40,Laboratory Engineer II,Operations,"Service equipment, manage user accounts, coordinate vendor visits, etc.",In-Person,0,,0,,3,,Salaried,Not applicable,98000,N/A (no overtime/am salaried),10,No commission,0,3%,0,0,0,100% match to 6% plus free 3%,Multiple plan options. Decent pricing/coverage,Bachelors,1,USD - US dollar,,,7%
10/10/2025 10:01:00,,United States,,Maryland,,Prefer not to say,Public,Diagnostics,5000+,,36 - 40,Senior manager engineering ,Manufacturing,Manage team of Manufacturing engineers that keep production equipment operating. ,In-Person,0,,0,,15,,Salaried,Not applicable,133000,N/A (no overtime/am salaried),13,No commission,0,3%,0,0,0,5%,Don't use. ,Bachelors,0,USD - US dollar,,Na,Na
10/8/2025 5:38:01,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Qa engineer,Quality,,Hybrid,2,,0,,15,,Salaried,Not applicable,135000,N/A (no overtime/am salaried),,No commission,0,5%,,,,,,Masters,5,USD - US dollar,,,
10/8/2025 2:07:53,,United States,,California,,Prefer not to say,Private,Diagnostics,5000+,,30 - 35,Research Associate I,Research,,In-Person,0,,0,,1,,Hourly,40,60000,1.5x base,10,No commission,0,4,0,0,0,"4% match, 6% vested",,Bachelors,1,USD - US dollar,,,10
10/7/2025 20:11:42,,United States,,Virginia,,Prefer not to say,Private,Diagnostics,1-50,Mixed. I prefer not to give specifics,46 - 50,Lab Tech,Clinical,,In-Person,0,,2,,2,,Salaried,Not applicable,82000,N/A (no overtime/am salaried),0,No commission,0,Have not been long enough to have an annual yearly raise,0,0,0,0,0,PhD,0,USD - US dollar,,,0
10/7/2025 13:57:36,,United States,,California,,Prefer not to say,Public,Cell and Gene Therapy,50-200,Got valuable experience there and enjoyed working with my team. C on Leadership though,36 - 40,Senior Scientist,Research,Develop assays for preclinical asset characterization,In-Person,1,,0,,5,,Salaried,Not applicable,165000,N/A (no overtime/am salaried),10,No commission,25000,2.5,0,Options & ESPP,0,401k match,"90% employer paid, my cost was ~$150/month",PhD,2,USD - US dollar,None,,10
10/6/2025 22:44:16,,United States,,California,,Danaher,Public,Diagnostics,5000+,,30 - 35,Senior Manufacturing Scientist,Manufacturing,,In-Person,0,,0,,5,,Salaried,Not applicable,109000,N/A (no overtime/am salaried),5,No commission,0,3,,,,,,Bachelors,3,USD - US dollar,,,
10/6/2025 20:07:58,,Canada,,,Ontario,Kenvue,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Scientist,Manufacturing,Technical operations ,In-Person,0,,0,,7,,Salaried,Not applicable,85000,N/A (no overtime/am salaried),7,No commission,0,3,,,,8%,Med dental covered ,Bachelors,4,CAD - Canadian dollar,,,5
10/6/2025 17:01:29,,United States,,Montana,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,41 - 45,Senior Scientist,Research,Structural Biologist (Cryo-EM),Remote,5,,0,,2,,Salaried,Not applicable,150000,N/A (no overtime/am salaried),15,No commission,0,6,,200000,,,HDHP but $2000 deductible fully covered in quarterly increments to HSA,PhD,2,USD - US dollar,,,12
10/6/2025 15:24:39,,France,Paris,,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,46 - 50,Procurement director,Manufacturing,,Hybrid,3,,0,,12,,Salaried,Not applicable,110000,N/A (no overtime/am salaried),15,No commission,0,Have not been long enough to have an annual yearly raise,,,,,,Masters,4,EUR - euro,,No,15%
10/6/2025 14:39:59,,United States,,California,,Prefer not to say,Subsidiary,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Senior Scientist,Research,AI Research,Hybrid,1,,0,,0,,Salaried,Not applicable,235000,N/A (no overtime/am salaried),13,No commission,14,Have not been long enough to have an annual yearly raise,,,96000,401k match,,PhD,0,USD - US dollar,,,NA
10/4/2025 16:08:40,,France,Paris ,,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),50-200,"Good company, but facing financial difficulties in 2025",36 - 40,principal scientist,Research,Group leader,Hybrid,4,,4,,8,,Salaried,Not applicable,115000,N/A (no overtime/am salaried),15,No commission,0,3,,"bspce, equivalent to ~1% of the company ",,Pension,Normal french conditions ,PhD,8,EUR - euro,,,3
10/3/2025 14:36:34,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,41 - 45,Principal Scientist,Analytical Development,"Principal Scientist, analyitcal development for CMC",In-Person,5,,0,,13,,Salaried,Not applicable,189000,N/A (no overtime/am salaried),20,No commission,0,Company/Institution does not have annual yearly raise,,,,,,PhD,4,USD - US dollar,,,12%
10/2/2025 8:02:40,,United States,,Massachusetts,,Moderna,Public,Industrial Biotech,5000+,"Excellent benefits and compensation, good working environment, exciting science, regular layoffs are affecting morale.",36 - 40,Associate Director,Research,Leading a team of 3-6 scientists in biology and translational research,In-Person,0,,11,,8,,Salaried,Not applicable,201000,N/A (no overtime/am salaried),20,No commission,45000,3,,95000 vesting over 4 years,,4.5% 401k match,"Good coverage, low premiums",PhD,2,USD - US dollar,,,20
10/1/2025 16:35:18,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,41 - 45,CTO,Research,,In-Person,0,,4,,3,,Salaried,Not applicable,80000,N/A (no overtime/am salaried),,No commission,45,Company/Institution does not have annual yearly raise,,,,,Health  and  Dental,PhD,3,USD - US dollar,,,
9/30/2025 11:56:06,,United States,,Massachusetts,,Novo Nordisk,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Scientist II,Research,,In-Person,0,,1,,5,,Salaried,Not applicable,145000,N/A (no overtime/am salaried),10,No commission,0,3,,,,,,PhD,3,USD - US dollar,,,
9/26/2025 15:58:39,,United States,,Massachusetts,,Harvard Medical School,Academia/College/Universities,Academia/Research/Institution,5000+,The company and community are great.  I would come back here again given the chance.  The federal government defunding me is why I am not renewing my employment.,36 - 40,Research Assistant I,Research,"Essentially a lab tech, performs wetlab and drylab research task as well as upkeep of lab spaces and equipment",In-Person,0,,0,,2,,Hourly,35,52000,N/A (no overtime/am salaried),,No commission,0,1.50%,,,,Tax deferred retirement account,"We get to opt in to Health, vision, dental, legal, and retirement benefits.  health insurance is around 100-150 a month depending on dependents and type, dental, vision, and legal are all around 10-20 a month depending on exact services.",Masters,1,USD - US dollar,Well thought out survey.  good job,,
9/23/2025 21:32:33,,United States,,Pennsylvania,,Prefer not to say,Public,Cell and Gene Therapy,200-1000,,30 - 35,Associate Director,Clinical,,Remote,5,,0,,12,,Salaried,Not applicable,200000,N/A (no overtime/am salaried),15,No commission,30000,3.5,,,,,,Masters,2,USD - US dollar,,,11
9/22/2025 16:27:45,,United States,,Massachusetts,,Prefer not to say,Private,Cell and Gene Therapy,1-50,,46 - 50,Scientist II,Research,,Hybrid,1,,0,,4,,Salaried,Not applicable,160000,N/A (no overtime/am salaried),10,No commission,0,Company/Institution does not have annual yearly raise,,,,Match half up to 3%,,PhD,3,USD - US dollar,,,10
9/22/2025 15:19:16,,United Kingdom,High Wycombe,,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Associate Director Safety Lead,Research,I lead safety activities of drugs.,Hybrid,2,,0,,10,,Salaried,37,100,N/A (no overtime/am salaried),20,No commission,0,Have not been long enough to have an annual yearly raise,5000,0,0,private pension,,Masters,less than 1,GBP - sterling,,signing bonus,not received yet
9/22/2025 12:59:42,,United States,,New Hampshire,,Novo Nordisk ,Public,Pharmaceutical (including “big pharma”),5000+,Good,41 - 45,Automation Engineer III,Manufacturing,"Automation engineering, everything PLC or SCADA",In-Person,0,,0,,8,,Salaried,Not applicable,120000,N/A (no overtime/am salaried),15,No commission,0,5%,5000,0,0,9%,250,Bachelors,1,USD - US dollar,Little to complex,,100%
9/22/2025 1:08:35,,United States,,California,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),200-1000,,41 - 45,Senior Research Associate,Analytical Development,,In-Person,0,,0,,13,,Hourly,Not applicable,120000,1.5x,,No commission,0,Have not been long enough to have an annual yearly raise,,,,,,Bachelors,0.5,USD - US dollar,,,
9/21/2025 14:27:15,,United States,,California,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),1-50,,36 - 40,Senior Associate Scientist,Research,,In-Person,0,,0,,9,,Salaried,Not applicable,115000,N/A (no overtime/am salaried),,No commission,0,Have not been long enough to have an annual yearly raise,,,,,,Bachelors,1,USD - US dollar,,,
9/19/2025 0:54:14,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Senior Manager,Commercial/Marketing,,Hybrid,4,,1,,1,,Salaried,Not applicable,166000,N/A (no overtime/am salaried),15,No commission,0,4,5000,,,,,PharmD,1,USD - US dollar,,,15%
9/18/2025 17:07:10,,Greece,Thessaloniki,,,Pfizer,Private,Pharmaceutical (including “big pharma”),5000+,,36 - 40,HPC Engineer,Information Technologies,High Performance Computing engineer,Hybrid,2,,0,AWS Solution Architect,14,,Salaried,Not applicable,43593,N/A (no overtime/am salaried),5,No commission,0,3,, 311 Units = 6800$,,,Private insurance including family,High School,4,EUR - euro,,0,9
9/17/2025 16:43:22,,United States,,Massachusetts,,Prefer not to say,Public,Cell and Gene Therapy,1000-5000,,36 - 40,Senior Principal Scientist - MSAT,Manufacturing,,Hybrid,2,,0,,12,,Salaried,Not applicable,200000,N/A (no overtime/am salaried),20,No commission,85000,Have not been long enough to have an annual yearly raise,0,0,0,,,PhD,0,USD - US dollar,,N/A,N/A
9/17/2025 0:43:22,,United States,,California,,Stealth startup,Private,Pharmaceutical (including “big pharma”),1-50,3/5,46 - 50,Scientist II,Research,Antibody discovery & engineering ,In-Person,0,,0,,15,,Salaried,Not applicable,170000,N/A (no overtime/am salaried),15,No commission,0.05,Company/Institution does not have annual yearly raise,,RSU,,401k 5%,All basic healthcare ,Bachelors,2.5,USD - US dollar,Great survey to use as guideline for salary negotiation ,,10%
